label,clean_tweet
1,الناموس محيح فالناظور ومواطنين لـكَود كنطالبو المسؤولين باش يديرو الحل توقع كارثة صحية فالمدينة
1,ahah mais khskum thello 3inikuom w ntuma mtab3in l3anz rah baghin ynawdo lfitna
1,gal lih itla9aw f marjane respire plus sue
1,sweli la polonaise welahita katmsah
0,وانت بخير يا احلى معلم بالوطن العربى والعالم كله وانشاء الله تكون سعيدة
1,rah daz min 8h30 7tal 9h
1,hhhh chafti tshirts hiya liwakhdahom maktoub fihom manchofouch
1,مزال شاعلة فـالزيتونة الحركة التصحيحية بزعامة شباط خاص الداخلية ماتقبلش تغيير القانون فأجهزة الحزب والمجلس الأعلى للحسابات خاصو يبحث فالشفرة اللي كاينة
2,استغل ضعفهم الفكري اشتراااهم بالامواال
2,aygolia nti li majritish mzyan bash tchdi train
1,الوزير ميراوي مكانش وصريح قال انا مجيتيش نوقف مشاريع امزازي واليوم خيارات هاد الوزير مافيدهاش ومصالحاش
2,الشباب يموت والا بالله
0,هنيئا لك يا عالمي نحن فخورون بك جدااا جدااا جدااا  جدااا  مبرووووووووووك الربحة الليلة الفرحة
2,ياله شرير
1,kayna chi whda hsn mn hdi f twitter
0,تحية للشريفات المغربيات
2,اوا شوف اسي نبيل الوضع الحقيقي قولها لسيك بنكيران راكم خرجتوا عل المغاربة
1,استمرار الأزمة فأوكرانيا ثمن البترول لأعلى مستوى منذ 3 دالسيمانات
1,le boutonneux
0,موفق ان شاء الله يارب
0,akid ya ahla hanooooan mmmmah 3lik khask takoni 9wiya bzaf arifiya dyaliiiiii
0,تبارك الله علينا صافي
1,daba walou chi skhina mat3rdch
1,محكمة العدل العليا فمدريد حكمات على عمدة بالحبس الاعتداء الجنسي على مغربي
0,منظر رائع جداً
1,مجلس الأمن الدولي يعقد جلسة لمناقشة ملف الصحرا فهاد الشهر
2,أكبر مشكل يواجه المغاربيين عدم معرفتهم ماذا يريدون
0,تبرك الله مزيد تألق نشألله طوب طوب
2,أسئلة سخيفة يستغلون بها الضعفاء تساله مارايه فيمن تضع العدسات سؤال بليد لشخص يفتقر لابسط الاشياء العيش الكريم
1,andk face dokheli diri jaime lpage li feface ou diri hta lsfha pllz
2,المغرب،دولة متخلفة بكل،المقاييسزعما الدولة مسكينة عندها الكريدي،بزافولكن اين هي،الثروة بطبيعة الحال،موجودة في،بنوك سويسرا
1,الفلاحة هاد العام كثر 50 فالمائة محصول الحبوب ضاع و352 ألف هكتار حالتو سيئة
2,تتهمون المحافظين باحتكار الدين والوصاية عليهلكن انتم تعتبرون انفسكم اوصياء على العلاقات الجنسية
1,hadi hiya najma li kharjat men 3endkom wa chokran
1,kifach mal ahmad al madi
2,نحن نتديل الامم شيء ولن نتقدم ابدا دمنا نحافظ على معتقدات وخرافات صحراء الحجاز منذ 1400 ونحاول ان نطبقها حياتنا اليومية 2017، فيقو يا البشر راه الدين اللي كتدافعو اكبر عدو لكم
1,khlas kolchi momkin ms f3alam net haja 3adya dnc mchi chi haja kbira hedra oghadoz o l7acharat ghtb9a 7acharat
2,nn serieux f had l intikhabat wla ghir kaykhrb9 mcha doni l9dim li kan zuin
2,كم يؤلمني أن ارى هؤلاء الدكاترة على الورق  زين مجيب بكري  فهاؤلاء يهمهم إلا راتب الأستاذ الجامعي
2,ان عنف مثل هدا الفصيلة الافريقية مثل عنف القردة المتوحشة وبهدا التمرد المفتعل الخطير
2,منتهى الاستهتار بمؤسسة البرلمان
2,الاوباش مكيحملوهش فريق اتحاد طنجة مستواه ضعيف رغم احتلاله مراكز متقدمة
0,علينا وعليك بالصحة والعافية والتألق والمزيد النجاح للوصول العالمية ولو انك وصلتها اتمنى لك المزيد
0,ntoumma dimane l a9wa ou ghadine tb9aw ntoumal a9wa
1,derby catalunya ml3ub 3la goal wahd
1,finek al2i3lam lmaghribi 3ib lfenanin dyawelena yl9aw da3em fkharij o febladena nn
0,وانتم ضمن الوسائل التي تسبب الضعف الفكري بمقالاتكم
2,hada zaman lati9 lad aman walaw fi blad l aman
1,فرقة الصقور فالداخلة فككات ريزو ديال الحريكَ
0,ملكنا محمد السادس انسان متواضع تواضع لله رفعه وحفظه
0,بألف صحة راحة أخي حذاري المقليات
2,لالقمعالأطر
1,an9sed dinmo dak ig gae lbnat ngolihom lo7o lia bzoula
1,machi pamela lia slimane
1,b7ala chftiha b3eynik hadi wa7d sata kant tadwi fl mosawat w kda w t9et3atsowlat wa7d sat wch 3ndk garro galliha kayn marquise gatlih oh merde
1,البوليس فكازا طيحو رجل أعمال ناظوري نصب على مغاربة وأتراك فالملاين ديال الدراهم
0,ana radya b hyati mali w malkoum
0,wakhad 3lik nadra zwina insane rai3a i7ssas bik rhdyi tkon insan jamil
0,soltana mbrouk roujo3ik w inchallah fi ta9adom bn chance w khdemi f leval mzian je taime
0,رائعة غاليتي كالعادة وفقك الله
0,الصحراء مغربية نجول شمالا وجنوبا ونتمتع بخيراتها البرية والبحرية ونتوما كلسو تقولو غربية شرقية ميركانية
0,فهاد با الدات مكاين بنكيران وعنصوت على العدالة والتنمية
1,ibtissam i3mil li follow darori
0,hana hbibt lmaroc rahna farhanin bik okhalik m3a lmaystro dyalna ihab okhalikom m3a haydi ou rafa ou ali ou sohayla ganiw cha3bi
0,اسأل الذي جمعنا دنيا فانية أن يجمعنا ثانية جنة قطوفها دانية هجري سعيد
2,ghadi ytb3ni b chi 3ssa hhhh sheriff hreeeb
2,حكومة فاشلة المغرب عندو مشاكيلو خصو يدخل سوق
1,وزيري الدفاع والخارجية المريكانيين وصلو لأوكرانيا
2,قاصر ينتحر شنقا حيث ماجابش نقطة مزيانة الامتحان
2,iwa hit mosalima kathdar 3la islam b 39al ama sahayina rah moskhin kaysabo fina bla may7aso
0,slam azin diyali ana kanibgik
2,wa5a kdob ktjina nfs saraha kayb9a fiya l hal nchouf chiwahd fayt hanane wla rapha wakha tkoun lmosaba9a tafha
1,wbezzaf khorin wlina kan sam3o bihom ghir f tv pffff
2,يلعن كرامتك أن بقي منها شيئ اصلآ ذليل قزم ذيل الكلب
0,dounia l3az lik bant blade diman wa9fa m3a wlad bladak ou tchaj3ihom 3akss chi hacharat wa9fi m3aha diman hit katbghik
1,ohowa ghiir kikdeb hit ibtissam hawa mina 9rib liha okihdar m3a kenza o chirine yahiya o doaa
2,galt bali rah7na sa7ara 7naya mashi kanjiw kanhadro fshi7ad b7al haka rah hiya lijabdatna 3ayrat lina bladna
0,أغنية جمبلة بتوفيق نجوى
1,nn khass ydaghto 3lihom bach y9alsso lmoda habo baghin ydiro labass 3la dharna
1,حافيدي حجم الاستثمارات العمومية فمناطق الواحات وشجر الأركَان وصل لـ105 درهم
1,الكَيرا فأوكرانيا دول غربية كتوجد لعقوبات جديدة على موسكو ارتكاب جرائم حرب فبوتشا والرئيس الأوكراني للعالم عاونونا باش كان
0,صوتوا على الدكتورة نبيلة منيب امرأة عضيمة الرمز الرسالة
0,chokraan bzaaaf chahada dialak 3la ibtissam tiskat kan3tazo biha kamaghariiiba we thenk you so mush
1,باطو صبليوني دخل لمرسى بني نصار فالناظور اليوم
1,راه مكاين خير تعمل عشير
1,تفاصيل لقاء ممثلي باطرونات سطاسيونات الوقود بالمغرب السفارة الامريكية وكيفاش وزارة بنعلي هبطات كواريها وتحاورات معهم
1,3la 9bl dik lmraa la plupart d entre vs kanu kiswtuu l dounia w hna swtna l zineb w btissam fstarsonline
0,وتكوون ايامك مليئه بالنجاح لانك موهبه ممتاازة وبالتوفيق ان شاءالله اعمالك
0,ملكنا العالمي محبوبٌ أينما حلّ ارتحل
0,que la vrit bbb lach nekdeb o ana kawni mostami3 kanchuf akhla9 l fanan 9bal men sawt dyalo o nti tjam3u fikk bjuj y
1,hhhh mathshmsho ana nbqa blash
0,تستحقين التقدير والاحترام ولو
1,incha2lah ykon f aman o salam i howa maskin nomine o rah 3arf hadxi o ncha2lah raj3 b a2la nissba had lmawsim ilakan m3a lhaycha
0,f al 7a9i9a 3ajbatni kalimat o l 7ikam li ktabti mai eqt ce que tu es lun de mes amis ou quoi
0,الحمد الله على حال وحنا بخير كنتي بخير
2,اعلن تضامني الاساتدة المتدربين والله حشومة يضربو فيهم بداك الشكل
1,hanane hbiba rah redone dar lik follow fe instgram
0,habibtna ya ghadoch wach 3andak chi a3mal o imta gha diri jayartk lil lmagheribb
2,kima nti makatkhali ta 7d ydekhel fi 7yatk ta hiya wdiha fjeneb li derek
2,فالشعب غاضب
2,ma3jbtnich tari9a bach kathdar bagha dir li9a2 omaradyach thdar m3aha 7sn blach
1,فحملة بتنسيق الديستي الفرقة الوطنية طيحات ريزو متورط فإطلاق النار فتصفية حسابات بزناسة  تصاور
0,مبروك ربنا يوفقك
2,الشعوب العربية شعوب إفريقيا تريد شريعتكم الهمجية، الشريعة دمرت سوريا والعراق وأفغانستان واليمن وليبيا والجزائر العشرية السوداء
1,lach katheto tag betyyy pllz messhih nass baghin fach itfarjou
0,ولله أحسن رئيس حكومة فتاريخ المغرب منتقديه أعداء النجاح
1,الحرب على البزناسة متواصلة ففاس طاحو 3 الجنانات والمسيرة وحجز كميات كبيرة ديال السيليسيون والحشيش والكيف  تصاور
2,عطاك بنكيران
2,awili achhad chii hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh lama ghazi amir limakitssratch liya ola dik hala hhhhhhh
2,وضعية صعبة جبال جزر الوقواق ليس هذا البلد مثل هذه الضروف
2,الله انتقم هاد الحكومة ليوصلاتنا لهاذ الحالة شحال ودعنا القمع ديال السلطة وهاد الخوانجية رجعوه
1,shiti had shi kolo li ktabti rada ytssawar w rada ymshi l youssra w nshofha tarabikoum shwyaa tssanay
2,حسبنا الله ونعم الوكيل، أليسوا هؤلاء أولى بالتنمية الكوت ديفوار ؟
1,mal bnadm cha3l tayh ktr mn nayd wach katjch3o bnt bladkom chj3oha obskat madkhloch fhyatha chkhsya bnadm hbel wllh lah y3fo
0,alah alah alah 3la ihab ou 3aloch wahdahom bilacademy nchba3 minhom ana farhana wah9 rab
2,اليهود اهل الزوايا المظلمه ويحبون المال باي وسيله
0,روعه ياعاشق
2,المغربي عنصري اتجاه بني جلدته شلح عزي عروبي، مابالك سلوكه اتجاه الافارقة الذين لهم ثقافة دين مختلف
2,شوهتم الاسلام بأفكاركم والاسلام منكم بريئ
2,أموال طائلة تصرف الهباء صفقات أسلحة ارضاءا للغرب
1,chno had tberhich a kheti donia ghadi tefro akid w ibtissam tahia wenti ghatb9ay hna diri ghi fel machakil w galsa f bitek
2,شكرا لبنكيران لانه اقتطع راتبي ولاية ثانية انشاء الله
0,بألف خيييير يا نبضي ياااارب تبقي سنه هجريه مليئه بالنجاحات كالعاده يا حبي بعشقك مصر ب
1,القوميين الإسبان فجزر كناريا عجبهمش الحال اكتشاف 2 برميل ديال النفط فسواحل أكَادير
2,فهاد البلاد دين قانون يشرق اوشي اغرب احلال اوشي احرم اطبق القانون اوشي اقلب على الثغرات فالقانون
