tweet,label
machi tbe3d niit hit houa li baghi liha lkhir tema mais dir lhodod safi,1
"خاصة بالعمرة.. الفريق الحركي كيطالب من وزير النقل باش يزيد رحلات جوية أخرى للسعودية,",1
ana ghaaaaa tan3awnk o sf and low key baghaha fihom devil mskin 3ya,2
"روسيا فطريقها لتغيير مواقفها من قضية الصحرا وتجي فالصف ديال المغرب,",1
wala ihamk ghir khalihoum mnhoum llah,1
chty chwa93 f tanger p,1
cho ra2yk b btisam tiskat bbidayat michwarha et merci,0
walakin lamap kaykoun dima m3tlin,1
"القضية اللي فرشاتها “كود”. اللي طلع متهم بالنصب على المتبرعين هو الدكتور التازي ومراتو . 8 ضحكو على محسنين وعلى الضمان الاجتماعي,",1
raw3a ana mn lbarh o ana kantfarj fi lvedio wwawww yarit ighanihom fi lpraim,0
إن شاء الله .وبالتوفيق له حيث استاهل',0
لأنـنا نــعيش فوق ترابها ... سنـــــحترم قائدها',0
zwina bzefana smi3taha min 9ablaslan b7ib do3aawi l oghniya lay2a 3la chakhsiyitha kteerbravo,0
hhh wach kayhdar 3la bloque awili maymknchh akhayy ndirha lik ila ana nta rak 3ziz,0
وانت احلا سعد واقوى سعد رغم الضروف و رغم الحاقدييين',0
amina hhh benisba les j aimes mashi 3lik ntii hh 3la meriemm mai 3lax saybty liha l twitter,1
nihad goli l betty rah salah dayarlha follow,1
hahahah tahowa ghadi idir booom 😪😪,1
أحسنت قولا، وهذا هو كلام الانسان المثقف الواعي الحر، وليس من سيصوت للعدالة والتنمية الا فقط لأن البام ضدهم، هذا هو الغباء بعينه,0
salam kidayrin alhbab lyouma sehd oul3jaj f agadir bnisba lohkm 3la aljamila jihan howa anaha dir zif oumtaakd 100 ghayji m3aha,0
مسجد الشعب المغربي المقهور',2
sbania hbto liha srwal ya chwakr dat lgaz batle ntoma khlsto le gazoduc maghreb europe o 7na khdinah batl o sbania raha tsift fl gaz dyalkom lina 😂😂 t9t3o fl9alb doubaba sir fais la queue bach tchri l7lib ila b9iti m9ablni ghadi tsawr ghi les cokhones,1
"خاص. تفاصيل جديدة لـ”ضربة معلم” فقطاع الصحة: البوليس جبدو ملفات المخلوضين فالمال العام بوزارة الصحة بعد شكاية حطها ايت الطالب فـ2019 ومصدر لـ”كود”: الوزير عجباتو الخدمة لي دارت الفرقة الوطنية,",1
وفقكم الله لما فيه الخير للبلاد و العباد',0
svp imkan n3arfo mnak imta ghadouz had l7al9a,1
#كفى_من_العبث',2
gheda ghadi nrkeb talfaza dakiya jdida lt3,1
انسان من كلمة تعرفة وش صادق وﻻ كداب  بنكيران كيبن لي صادق يتكلم بدون مراوغة,0
"من بعد أكثر من عامين ديال السدان.. التلفزيون الإسباني الرسمي: ها التاريخ اللي غادي تفتح فيه الحدود بين الناظور ومليلية,",1
ليس غريبا عن الاخوان في الاردن وابطالها',0
المغرب ضاع لا أمل للشباب و لامكان للطموح',2
"الناموس محيح فالناظور.. ومواطنين لـ”كَود”: كنطالبو المسؤولين باش يديرو الحل قبل ما توقع شي كارثة صحية فالمدينة,",1
ahah mais khskum thello 3inikuom w ntuma mtab3in l3anz rah baghin ynawdo lfitna,1
gal lih itla9aw f marjane respire plus sue,1
sweli la polonaise welahita katmsah,1
كل عام وانت بخير يا احلى معلم بالوطن العربى والعالم كله وانشاء الله تكون سنة سعيدة عليك ',0
rah daz min 8h30 7tal 9h,1
hhhh chafti tshirts hiya liwakhdahom maktoub fihom manchofouch,1
"مزال شاعلة فـ”الزيتونة”.. “الحركة التصحيحية” بزعامة شباط: خاص الداخلية ماتقبلش حتى تغيير ضد القانون فأجهزة الحزب والمجلس الأعلى للحسابات خاصو يبحث فالشفرة اللي كاينة,",1
استغل ضعفهم الفكري و اشتراااهم بالامواال,2
aygolia nti li majritish mzyan bash tchdi train,2
"الوزير ميراوي مكانش واضح وصريح.. لبارح قال: انا مجيتيش نوقف مشاريع امزازي.. واليوم: خيارات هاد الوزير مافيدهاش ومصالحاش,",1
الشباب يموت والا حول ولا قوة الا بالله',2
"هنيئا لك يا عالمي نحن فخورون بك جدااا جدااا جدااا ... جدااا """""""""""""""" مبرووووووووووك الربحة الليلة الفرحة'",0
ياله من شرير',2
kayna chi whda hsn mn hdi f twitter,1
تحية للشريفات المغربيات ',0
اوا شوف اسي نبيل الوضع الحقيقي  و قولها لسيك بنكيران راكم خرجتوا عل  المغاربة,2
"بسباب استمرار الأزمة فأوكرانيا.. ثمن البترول طلع لأعلى مستوى ليه منذ 3 دالسيمانات,",1
le boutonneux,1
موفق ان شاء الله يارب',0
akid ya ahla hanooooan mmmmah 3lik khask takoni 9wiya bzaf arifiya dyaliiiiii,0
تبارك الله علينا و صافي',0
daba walou chi skhina mat3rdch,1
"محكمة العدل العليا فمدريد حكمات على عمدة بالحبس بسباب الاعتداء الجنسي على مغربي,",1
منظر رائع جداً.....',0
"مجلس الأمن الدولي غادي يعقد جلسة لمناقشة ملف الصحرا فهاد الشهر,",1
أكبر مشكل يواجه المغاربيين هو عدم معرفتهم ماذا يريدون :',2
تبرك الله عليك مزيد من تألق نشألله  طوب طوب',0
أسئلة سخيفة يستغلون بها الضعفاء تساله مارايه فيمن تضع العدسات سؤال بليد لشخص يفتقر لابسط الاشياء و هو العيش الكريم',2
andk face dokheli diri jaime lpage li feface ou diri hta lsfha pllz,1
المغرب،دولة متخلفة بكل،المقاييس.زعما الدولة مسكينة عندها الكريدي،بزاف.ولكن اين هي،الثروة بطبيعة الحال،موجودة في،بنوك سويسرا,2
"الفلاحة هاد العام.. كثر من 50 فالمائة من محصول الحبوب ضاع و352 ألف هكتار حالتو سيئة,",1
تتهمون المحافظين باحتكار الدين والوصاية عليه.لكن انتم تعتبرون انفسكم اوصياء على العلاقات الجنسية ',2
hadi hiya najma li kharjat men 3endkom wa chokran,1
kifach mal ahmad al madi,1
نحن نتديل الامم في كل شيء ولن نتقدم ابدا ما دمنا نحافظ على معتقدات وخرافات صحراء الحجاز منذ 1400 سنة ونحاول ان نطبقها في حياتنا اليومية في 2017، فيقو يا البشر راه الدين اللي كتدافعو عليه هو اكبر عدو لكم ',2
khlas kolchi momkin ms f3alam net haja 3adya dnc mchi chi haja kbira hedra oghadoz o l7acharat ghtb9a 7acharat,1
nn serieux f had l intikhabat wla ghir kaykhrb9 mcha doni l9dim li kan zuin,2
"كم يؤلمني أن ارى هؤلاء """"""""""""""""الدكاترة على الورق"""""""""""""""" ... لا زين لا مجيب بكري !! فهاؤلاء لا يهمهم إلا راتب الأستاذ الجامعي'",2
ان عنف مثل هدا الفصيلة الافريقية مثل عنف القردة المتوحشة وبهدا التمرد المفتعل الخطير',2
منتهى الاستهتار بمؤسسة البرلمان.',2
الاوباش مكيحملوهش فريق اتحاد طنجة مستواه ضعيف رغم احتلاله مراكز متقدمة',2
علينا وعليك بالصحة والعافية والتألق والمزيد من النجاح للوصول الى العالمية ولو انك قد وصلتها اتمنى لك المزيد',0
ntoumma dimane l a9wa ou ghadine tb9aw ntoumal a9wa,0
derby catalunya ml3ub 3la goal wahd,1
finek al2i3lam lmaghribi 3ib lfenanin dyawelena yl9aw da3em fkharij o febladena nn,1
وانتم من ضمن الوسائل التي تسبب الضعف الفكري بمقالاتكم,0
hada zaman lati9 lad aman walaw fi blad l aman,2
"فرقة الصقور فالداخلة فككات ريزو ديال الحريكَ,",1
ملكنا محمد السادس انسان متواضع و من  تواضع لله رفعه وحفظه .,0
بألف صحة و راحة لكن أخي حذاري من المقليات',0
#لا_لقمع_الأطر',2
an9sed dinmo dak ig gae lbnat ngolihom lo7o lia bzoula,1
machi pamela lia slimane,1
b7ala chftiha b3eynik hadi wa7d sata kant tadwi fl mosawat w kda w t9et3atsowlat wa7d sat wch 3ndk garro galliha kayn marquise gatlih oh merde,1
"البوليس فكازا طيحو رجل أعمال ناظوري نصب على مغاربة وأتراك فالملاين ديال الدراهم,",1
ana radya b hyati mali w malkoum,0
wakhad 3lik nadra zwina insane rai3a i7ssas bik rhdyi tkon insan jamil 😍😊😊,0
soltana mbrouk roujo3ik w inchallah fi ta9adom bn chance w khdemi f leval mzian je taime,0
رائعة غاليتي كالعادة وفقك الله﻿ ',0
الصحراء مغربية نجول فيها شمالا وجنوبا ونتمتع بخيراتها البرية والبحرية ونتوما كلسو تقولو غربية ولا شرقية ولا ميركانية ',0
فهاد الوقت با الدات مكاين غير بنكيران وعنصوت على العدالة والتنمية,0
ibtissam i3mil li follow darori,1
hana hbibt lmaroc rahna farhanin bik okhalik m3a lmaystro dyalna ihab okhalikom m3a haydi ou rafa ou ali ou sohayla ganiw cha3bi,0
اسأل الذي جمعنا في دنيا فانية أن يجمعنا ثانية في جنة قطوفها دانية عام هجري سعيد.',0
ghadi ytb3ni b chi 3ssa hhhh sheriff hreeeb,2
حكومة فاشلة المغرب عندو مشاكيلو خصو يدخل سوق راسو ',2
"وزيري الدفاع والخارجية المريكانيين وصلو لأوكرانيا,",1
قاصر ينتحر شنقا حيث ماجابش نقطة مزيانة في الامتحان',2
iwa hit mosalima kathdar 3la islam b 39al ama sahayina rah moskhin kaysabo fina bla may7aso,2
slam azin diyali ana kanibgik,0
wa5a kdob ktjina nfs saraha kayb9a fiya l hal nchouf chiwahd fayt hanane wla rapha wakha tkoun lmosaba9a tafha,2
wbezzaf khorin wlina kan sam3o bihom ghir f tv pffff,1
يلعن كرامتك أن بقي منها شيئ اصلآ ذليل قزم ذيل الكلب',2
dounia l3az lik bant blade diman wa9fa m3a wlad bladak ou tchaj3ihom 3akss chi hacharat wa9fi m3aha diman hit katbghik,0
ohowa ghiir kikdeb hit ibtissam hawa mina 9rib liha okihdar m3a kenza o chirine yahiya o doaa,1
galt bali rah7na sa7ara 7naya mashi kanjiw kanhadro fshi7ad b7al haka rah hiya lijabdatna 3ayrat lina bladna,2
أغنية جمبلة بتوفيق نجوى',0
nn khass ydaghto 3lihom bach y9alsso lmoda habo baghin ydiro labass 3la dharna,1
"حافيدي: حجم الاستثمارات العمومية فمناطق الواحات وشجر الأركَان وصل لـ105 مليار درهم,",1
"الكَيرا فأوكرانيا.. دول غربية كتوجد لعقوبات جديدة على موسكو بسباب ارتكاب جرائم حرب فبوتشا والرئيس الأوكراني للعالم: عاونونا باش ما كان,",1
صوتوا على الدكتورة نبيلة منيب امرأة عضيمة الرمز الرسالة,0
chokraan bzaaaf chahada dialak 3la ibtissam tiskat kan3tazo biha kamaghariiiba we thenk you so mush,0
"أول باطو صبليوني دخل لمرسى بني نصار فالناظور اليوم,",1
: 🎶🎶🎶🎶راه مكاين خير لا تعمل عشير,1
"تفاصيل لقاء ممثلي باطرونات سطاسيونات الوقود بالمغرب مع السفارة الامريكية.. وكيفاش وزارة بنعلي هبطات كواريها وتحاورات معهم,",1
